"Owning Library","Create Date","Call Number","Title","Author","Barcode","Circ Modifier","Price","Legacy Stat Cat 1 Value"
"TRRLS-WAYNE","2020-03-13 10:55:40-04","JUV FIC ROW","Harry Potter and the goblet of fire","Rowling, J. K.","31006003822012","book","47.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-13 11:01:56-04","EASY CUM","The adventures of Honey & Leon","Cumming, Alan 1965-","31006003822020","book","17.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-13 16:31:39-04","YA FIC SIL","Infinity son","Silvera, Adam 1990-","31006003831351","book","18.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-13 16:36:11-04","YA FIC NOO","Layoverland","Noone, Gabby","31006003831344","book","17.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-13 16:39:29-04","YA FIC BIL","Catherine's war","Billet, Julia","31006003831336","book","21.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-13 16:43:41-04","YA FIC PRI","A thousand fires","Price, Shannon","31006003831328","book","17.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-13 16:49:58-04","YA FIC LE","Green Lantern : legacy","LÍ, Minh 1979-","31006003831310","book","17.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-13 16:59:56-04","JUV FIC SMI","Gloom town","Smith, Ronald L. (Ronald Lenard) 1959-","31006003831302","book","16.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-13 17:01:56-04","JUV FIC WIN","Hilo. Book 6 All the pieces fit","Winick, Judd","31006003831294","book","13.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-16 09:23:12-04","JUV NF 599.35 D","Squeak! : 100 fun facts about hamsters, mice, guinea pigs, and more","Davidson, Rose 1989-","31006003832565","book","14.90","PINES-NONFICTION"
"TRRLS-WAYNE","2020-03-16 10:05:21-04","EASY KRA","Wild honey from the moon","Kraegel, Kenneth","31006003832557","book","17.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-16 10:24:28-04","EASY MAR","In a jar","Marcero, Deborah","31006003832540","book","17.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-16 10:32:11-04","EASY PUM","The old truck","Pumphrey, Jarrett","31006003832532","book","17.95","PINES-FICTION"
"TRRLS-WAYNE","2020-03-16 10:40:47-04","AUDIO CD FIC CAI","Bitter Falls","Caine, Rachel","31006003140696","audiobook","25.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-16 10:51:13-04","EASY MAR","The trouble with time travel","Martin, Stephen W. 1981-","31006003832524","book","16.95","PINES-FICTION"
"TRRLS-WAYNE","2020-03-16 11:05:21-04","YA FIC MOR VOL.1","The golden age","Moreil, Roxanne","31006003832516","book","29.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-16 15:22:40-04","VIDEO DVD ENT D","The 4-movie thrills & chills collection. Vol. 1",,"31006003822459","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-16 15:22:40-04","VIDEO DVD ENT F","The 4-movie thrills & chills collection. Vol. 1",,"31006003822442","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-16 15:22:40-04","VIDEO DVD ENT H","The 4-movie thrills & chills collection. Vol. 1",,"31006003822426","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-16 15:22:40-04","VIDEO DVD ENT U","The 4-movie thrills & chills collection. Vol. 1",,"31006003822434","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-16 16:01:10-04","VIDEO DVD ENT L","The longest day",,"31006003822467","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-16 16:50:37-04","VIDEO DVD ENT S","Snatch",,"31006003822475","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-16 16:53:12-04","VIDEO DVD ENT T","Thank You for Smoking",,"31006003822483","dvd-2","10.87","PINES-GIFT"
"TRRLS-WAYNE","2020-03-16 16:56:37-04","VIDEO DVD ENT H","The hitchhiker's guide to the galaxy",,"31006003822491","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-16 17:00:51-04","VIDEO DVD ENT S VOL.1","Sam Elliott western collection : Desperate trail. Rough riders. You know my name",,"31006003822517","dvd-2","13.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-16 17:00:51-04","VIDEO DVD ENT S VOL.2","Sam Elliott western collection : Desperate trail. Rough riders. You know my name",,"31006003822509","dvd-2","13.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-16 17:04:51-04","VIDEO DVD ENT S","Sleepy Hollow",,"31006003822525","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-16 17:14:53-04","VIDEO DVD ENT B VOL.1","Best of TV westerns 150 classic episodes",,"31006003821303","dvd-2","16.57","PINES-GIFT"
"TRRLS-WAYNE","2020-03-16 17:14:53-04","VIDEO DVD ENT B VOL.2","Best of TV westerns 150 classic episodes",,"31006003821295","dvd-2","16.57","PINES-GIFT"
"TRRLS-WAYNE","2020-03-16 17:14:53-04","VIDEO DVD ENT B VOL.3","Best of TV westerns 150 classic episodes",,"31006003822566","dvd-2","16.57","PINES-GIFT"
"TRRLS-WAYNE","2020-03-16 17:14:53-04","VIDEO DVD ENT B VOL.4","Best of TV westerns 150 classic episodes",,"31006003822558","dvd-2","16.57","PINES-GIFT"
"TRRLS-WAYNE","2020-03-16 17:14:53-04","VIDEO DVD ENT B VOL.5","Best of TV westerns 150 classic episodes",,"31006003822541","dvd-2","16.57","PINES-GIFT"
"TRRLS-WAYNE","2020-03-16 17:14:53-04","VIDEO DVD ENT B VOL.6","Best of TV westerns 150 classic episodes",,"31006003822533","dvd-2","16.57","PINES-GIFT"
"TRRLS-WAYNE","2020-03-18 10:23:29-04","VIDEO DVD ENT B","Bell, book and candle",,"31006003821402","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-18 10:34:02-04","VIDEO DVD ENT S","Step up revolution",,"31006003821410","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-18 10:36:32-04","VIDEO DVD ENT Q","The quiet man",,"31006003821428","dvd-2","13.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-18 10:44:42-04","VIDEO DVD ENT W VOL.1","Western classics",,"31006003821485","dvd-2","14.25","PINES-GIFT"
"TRRLS-WAYNE","2020-03-18 10:44:42-04","VIDEO DVD ENT W VOL.2","Western classics",,"31006003821477","dvd-2","14.25","PINES-GIFT"
"TRRLS-WAYNE","2020-03-18 10:44:42-04","VIDEO DVD ENT W VOL.3","Western classics",,"31006003821469","dvd-2","14.25","PINES-GIFT"
"TRRLS-WAYNE","2020-03-18 10:44:42-04","VIDEO DVD ENT W VOL.4","Western classics",,"31006003821451","dvd-2","14.25","PINES-GIFT"
"TRRLS-WAYNE","2020-03-18 10:44:42-04","VIDEO DVD ENT W VOL.5","Western classics",,"31006003821444","dvd-2","14.25","PINES-GIFT"
"TRRLS-WAYNE","2020-03-18 10:44:42-04","VIDEO DVD ENT W VOL.6","Western classics",,"31006003821436","dvd-2","14.25","PINES-GIFT"
"TRRLS-WAYNE","2020-03-18 10:49:20-04","VIDEO DVD ENT T","2012 doomsday",,"31006003821493","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-18 11:26:21-04","VIDEO DVD ENT O","Old Yeller : 2 movie collection : Old Yeller. Savage Sam",,"31006003821501","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-18 13:31:27-04","VIDEO DVD ENT M","McHale's Navy. Season one, Vol. 1",,"31006003821519","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-18 15:23:16-04","VIDEO DVD ENT L","Lorna Doone",,"31006003821527","dvd-2","25.00","PINES-GIFT"
"TRRLS-WAYNE","2020-03-18 16:12:08-04","VIDEO DVD ENT M","Mansfield Park",,"31006003821535","dvd-2","15.21","PINES-GIFT"
"TRRLS-WAYNE","2020-03-19 12:04:25-04","LP FIC LEA","The glass woman : a novel","Lea, Caroline","31006003832912","book","30.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-19 13:59:03-04","VIDEO DVD ENT T","The theory of everything",,"31006003821634","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-19 14:14:04-04","VIDEO DVD ENT B","Being John Malkovich",,"31006003821642","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-19 14:16:49-04","VIDEO DVD ENT W","War",,"31006003821659","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-19 14:37:39-04","VIDEO DVD ENT I","The island",,"31006003821667","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-19 14:39:23-04","VIDEO DVD ENT V","Van Helsing",,"31006003821675","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-19 14:41:23-04","VIDEO DVD ENT B","Bridget Jones the edge of reason",,"31006003821683","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-19 14:48:09-04","VIDEO DVD ENT N","Next Friday.",,"31006003821691","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-19 14:50:35-04","VIDEO DVD ENT I","I, robot",,"31006003821709","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-19 15:36:29-04","VIDEO DVD ENT T","300",,"31006003821717","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-19 15:38:36-04","VIDEO DVD ENT M","Major league",,"31006003821725","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-19 15:43:46-04","VIDEO DVD ENT S VOL.1","Sherlock Holmes : greatest mysteries",,"31006003821733","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-19 15:43:46-04","VIDEO DVD ENT S VOL.2","Sherlock Holmes : greatest mysteries",,"31006003821741","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-19 15:43:46-04","VIDEO DVD ENT S VOL.3","Sherlock Holmes : greatest mysteries",,"31006003821758","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-19 15:43:46-04","VIDEO DVD ENT S VOL.4","Sherlock Holmes : greatest mysteries",,"31006003821766","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-19 15:43:46-04","VIDEO DVD ENT S VOL.5","Sherlock Holmes : greatest mysteries",,"31006003821774","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-19 15:46:05-04","VIDEO DVD ENT S","The star",,"31006003821782","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-19 15:56:39-04","VIDEO DVD ENT I SEA.5-1","It's always sunny in Philadelphia. The complete season 5",,"31006003821790","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-19 15:56:39-04","VIDEO DVD ENT I SEA.5-2","It's always sunny in Philadelphia. The complete season 5",,"31006003821808","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-19 15:56:39-04","VIDEO DVD ENT I SEA.5-3","It's always sunny in Philadelphia. The complete season 5",,"31006003821816","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-19 16:00:44-04","VIDEO DVD ENT B","The Battle of Britain",,"31006003821824","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 11:44:40-04","VIDEO DVD ENT J VOL.1","John Wayne : the tribute collection : Blue steel. The dawn rider. The desert trail. The lawless frontier. The lucky Texan. The man from Utah. The star packer. The trail beyond. Hell Town. 'Neath the Arizona skies. Paradise canyon. Rainbow Valley. Riders of destiny. Sagebrush trail. Texas terror. Winds of the wasteland. Randy rides alone. West of the divide. Angel and the bad man. McLintock. The American West of John Ford. Shadow of the eagle. The hurricane express. Desert command. His private secretary",,"31006003821832","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 11:44:40-04","VIDEO DVD ENT J VOL.2","John Wayne : the tribute collection : Blue steel. The dawn rider. The desert trail. The lawless frontier. The lucky Texan. The man from Utah. The star packer. The trail beyond. Hell Town. 'Neath the Arizona skies. Paradise canyon. Rainbow Valley. Riders of destiny. Sagebrush trail. Texas terror. Winds of the wasteland. Randy rides alone. West of the divide. Angel and the bad man. McLintock. The American West of John Ford. Shadow of the eagle. The hurricane express. Desert command. His private secretary",,"31006003821840","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 11:44:40-04","VIDEO DVD ENT J VOL.3","John Wayne : the tribute collection : Blue steel. The dawn rider. The desert trail. The lawless frontier. The lucky Texan. The man from Utah. The star packer. The trail beyond. Hell Town. 'Neath the Arizona skies. Paradise canyon. Rainbow Valley. Riders of destiny. Sagebrush trail. Texas terror. Winds of the wasteland. Randy rides alone. West of the divide. Angel and the bad man. McLintock. The American West of John Ford. Shadow of the eagle. The hurricane express. Desert command. His private secretary",,"31006003821857","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 11:44:40-04","VIDEO DVD ENT J VOL.4","John Wayne : the tribute collection : Blue steel. The dawn rider. The desert trail. The lawless frontier. The lucky Texan. The man from Utah. The star packer. The trail beyond. Hell Town. 'Neath the Arizona skies. Paradise canyon. Rainbow Valley. Riders of destiny. Sagebrush trail. Texas terror. Winds of the wasteland. Randy rides alone. West of the divide. Angel and the bad man. McLintock. The American West of John Ford. Shadow of the eagle. The hurricane express. Desert command. His private secretary",,"31006003821865","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 11:55:18-04","VIDEO DVD ENT G","George Burns/Gracie Allen 3 movies",,"31006003821873","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 11:58:12-04","VIDEO DVD ENT T","Taking Chance",,"31006003821881","dvd-2","15.00","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 12:02:42-04","VIDEO DVD ENT S VOL.1","Sherlock Holmes film festival.",,"31006003821899","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 12:02:42-04","VIDEO DVD ENT S VOL.2","Sherlock Holmes film festival.",,"31006003821907","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 12:04:57-04","VIDEO DVD ENT L","Love & basketball",,"31006003821915","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 13:24:38-04","VIDEO DVD ENT E VOL.1","8 action-packed westerns",,"31006003821923","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 13:24:38-04","VIDEO DVD ENT E VOL.2","8 action-packed westerns",,"31006003822574","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 13:27:45-04","VIDEO DVD ENT A","Awake",,"31006003822582","dvd-2","10.00","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 13:29:43-04","VIDEO DVD ENT F","Friday after next",,"31006003822590","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 13:33:21-04","VIDEO DVD ENT U","Universal soldier",,"31006003822608","dvd-2","15.95","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 13:46:38-04","VIDEO DVD ENT L","Lady sings the blues",,"31006003822616","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 14:04:08-04","VIDEO DVD ENT L SEA.2-2","Little house on the prairie : Season 2",,"31006003822632","dvd-2","13.33","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 14:04:08-04","VIDEO DVD ENT L SEA.2-3","Little house on the prairie : Season 2",,"31006003822640","dvd-2","13.33","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 14:11:17-04","VIDEO DVD ENT S","South Riding",,"31006003822657","dvd-2","9.00","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 14:13:36-04","VIDEO DVD ENT M","Munich",,"31006003822665","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 14:18:37-04","VIDEO DVD ENT L","Little boy lost",,"31006003822673","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 14:42:10-04","LP FIC KLE","Chasing Cassandra","Kleypas, Lisa","31006003833704","book","21.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-23 14:43:15-04","LP FIC PAT","Blindside","Patterson, James 1947-","31006003833696","book","30.00","PINES-FICTION"
"TRRLS-WAYNE","2020-03-23 14:44:49-04","LP FIC SPI","Last stage to Hell Junction","Spillane, Mickey 1918-2006","31006003833688","book","31.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-23 14:48:40-04","LP FIC JOH","MacCallister: stranglehold","Johnstone, William W.","31006003833670","book","30.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-23 15:03:34-04","LP FIC ZIM","Hard ride across Texas","Zimmer, Michael 1955-","31006003833662","book","28.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-23 15:07:30-04","LP FIC GRI","The big lie","Grippando, James 1958-","31006003833654","book","29.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-23 15:18:49-04","VIDEO DVD ENT J VOL.1","Just shoot me. Seasons 1 & 2",,"31006003822681","dvd-2","7.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 15:18:49-04","VIDEO DVD ENT J VOL.2","Just shoot me. Seasons 1 & 2",,"31006003822699","dvd-2","7.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 15:18:49-04","VIDEO DVD ENT J VOL.3","Just shoot me. Seasons 1 & 2",,"31006003822707","dvd-2","7.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 15:22:27-04","VIDEO DVD ENT P","Philomena",,"31006003822715","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 15:29:24-04","VIDEO DVD ENT A","Aurora borealis",,"31006003822723","dvd-2","14.00","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 15:35:01-04","VIDEO DVD ENT N","Nine",,"31006003822731","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 15:56:33-04","VIDEO DVD ENT S","Stonehearst asylum",,"31006003822749","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 16:01:35-04","VIDEO DVD ENT M","Martian child",,"31006003822756","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 16:04:59-04","VIDEO DVD ENT R","Rogue traders : 8 movies",,"31006003822764","dvd-2","18.77","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 16:06:50-04","VIDEO DVD ENT A","American breakdown",,"31006003822772","dvd-2","14.00","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 16:09:01-04","VIDEO DVD 550 A","Atlas. Uncovering Earth",,"31006003822780","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 16:35:03-04","VIDEO DVD ENT C","A chorus line",,"31006003822798","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 16:54:57-04","VIDEO DVD ENT E","Eliza's horoscope",,"31006003822806","dvd-2","9.98","PINES-GIFT"
"TRRLS-WAYNE","2020-03-23 16:58:48-04","VIDEO DVD ENT U","Unknown Edge of darkness",,"31006003822814","dvd-2","7.81","PINES-GIFT"
"TRRLS-WAYNE","2020-04-09 10:16:14-04","JUV FIC TOB VOL.1","Plants vs. zombies. Lawn of doom","Tobin, Paul 1965-","31006003834280","book","18.95","PINES-FICTION"
"TRRLS-WAYNE","2020-04-09 10:16:14-04","JUV FIC TOB VOL.2","Plants vs. zombies. Lawn of doom","Tobin, Paul 1965-","31006003834272","book","18.95","PINES-FICTION"
"TRRLS-WAYNE","2020-04-09 10:16:14-04","JUV FIC TOB VOL.3","Plants vs. zombies. Lawn of doom","Tobin, Paul 1965-","31006003834264","book","18.95","PINES-FICTION"
"TRRLS-WAYNE","2020-04-21 10:21:55-04","EASY PIE","ShantÈ Keys and the New Year's peas","Piernas-Davenport, Gail.","31006003834942","book","16.14","PINES-FICTION"
"TRRLS-WAYNE","2020-05-01 14:01:20.473625-04","VIDEO DVD ENT H VOL.1","Homeward bound : the incredible journey ; Homeward bound II : lost in San Francisco",,"31006003836392","dvd-2","7.50","PINES-GIFT"
"TRRLS-WAYNE","2020-05-01 14:01:20.473625-04","VIDEO DVD ENT H VOL.2","Homeward bound : the incredible journey ; Homeward bound II : lost in San Francisco",,"31006003836400","dvd-2","7.50","PINES-GIFT"
"TRRLS-WAYNE","2020-05-01 14:24:27.199625-04","VIDEO DVD ENT H VOL.1","Triple feature : happy feet, happy feet two, march of the penguins",,"31006003836376","dvd-2","3.33","PINES-GIFT"
"TRRLS-WAYNE","2020-05-01 14:24:27.199625-04","VIDEO DVD ENT H VOL.2","Triple feature : happy feet, happy feet two, march of the penguins",,"31006003836368","dvd-2","3.33","PINES-GIFT"
"TRRLS-WAYNE","2020-05-01 14:24:27.199625-04","VIDEO DVD ENT H VOL.3","Triple feature : happy feet, happy feet two, march of the penguins",,"31006003836384","dvd-2","3.33","PINES-GIFT"
"TRRLS-WAYNE","2020-05-11 11:37:54-04","LP FIC HEN","You are not alone","Hendricks, Greer","31006003835790","book","36.99","PINES-FICTION"
"TRRLS-WAYNE","2020-05-11 12:06:22-04","LP FIC BER","The Warsaw protocol","Berry, Steve 1955-","31006003835782","book","37.99","PINES-FICTION"
"TRRLS-WAYNE","2020-05-11 12:08:16-04","LP FIC CAR","The Happy Camper","Carlson, Melody","31006003835774","book","31.99","PINES-FICTION"
"TRRLS-WAYNE","2020-05-11 12:18:24-04","LP FIC BRU","The crow's call","Brunstetter, Wanda E.","31006003837044","book","33.99","PINES-FICTION"
"TRRLS-WAYNE","2020-05-11 12:19:38-04","LP FIC KUB","The other Mrs.","Kubica, Mary","31006003837036","book","37.99","PINES-FICTION"
"TRRLS-WAYNE","2020-05-11 12:29:46-04","LP FIC CAM","Summer's promise","Cameron, Barbara 1949-","31006003837028","book","31.99","PINES-FICTION"
"TRRLS-WAYNE","2020-05-11 13:07:36-04","LP FIC MAL","Sisters by choice","Mallery, Susan","31006003837010","book","36.99","PINES-FICTION"
"TRRLS-WAYNE","2020-05-11 13:13:07-04","LP FIC COB","One little lie","Coble, Colleen","31006003837002","book","32.99","PINES-FICTION"
"TRRLS-WAYNE","2020-05-11 13:15:25-04","LP 973.931 G","The only plane in the sky : an oral history of 9/11","Graff, Garrett M. 1981-","31006003836996","book","32.99","PINES-NONFICTION"
"TRRLS-WAYNE","2020-05-11 14:35:22-04","LP FIC MIC","Fearless","Michaels, Fern","31006003836970","book","37.99","PINES-FICTION"
"TRRLS-WAYNE","2020-05-11 14:42:39-04","LP FIC ROS","Miss Julia knows a thing or two","Ross, Ann B.","31006003836988","book","37.99","PINES-FICTION"
"TRRLS-WAYNE","2020-05-11 14:46:06-04","LP FIC FOW","A good neighborhood : a novel","Fowler, Therese","31006003836954","book","36.99","PINES-FICTION"
"TRRLS-WAYNE","2020-05-11 14:48:07-04","LP FIC STE","The numbers game : a novel","Steel, Danielle","31006003836947","book","31.00","PINES-FICTION"
"TRRLS-WAYNE","2020-05-11 14:50:11-04","LP FIC HOO","Robert Ludlum's The Treadstone resurrection","Hood, Joshua","31006003836939","book","29.00","PINES-FICTION"
"TRRLS-WAYNE","2020-05-11 15:08:44-04","LP FIC BOX","Long range","Box, C. J.","31006003836921","book","37.99","PINES-FICTION"
"TRRLS-WAYNE","2020-05-11 15:11:11-04","LP FIC WIS","A beautiful arrangement","Wiseman, Beth 1962-","31006003836962","book","33.99","PINES-FICTION"
